11	NC_000067.7	NC_004353.4
1671	NC_000067.7	NC_004354.4
7	NC_000067.7	NC_024512.1
645	NC_000067.7	NT_033777.3
444	NC_000067.7	NT_033778.4
655	NC_000067.7	NT_033779.5
411	NC_000067.7	NT_037436.4
2	NC_000067.7	NW_001844937.1
3	NC_000067.7	NW_001845151.1
1	NC_000067.7	NW_001845310.1
2	NC_000067.7	NW_001845423.1
1	NC_000067.7	NW_001845453.1
1	NC_000067.7	NW_001845628.1
1	NC_000067.7	NW_001846712.1
1	NC_000067.7	NW_001846787.1
1	NC_000067.7	NW_007931109.1
2	NC_000067.7	NW_007931117.1
14	NC_000067.7	NW_007931119.1
6	NC_000068.8	NC_004353.4
1977	NC_000068.8	NC_004354.4
4	NC_000068.8	NC_024512.1
534	NC_000068.8	NT_033777.3
534	NC_000068.8	NT_033778.4
644	NC_000068.8	NT_033779.5
459	NC_000068.8	NT_037436.4
1	NC_000068.8	NW_001845151.1
2	NC_000068.8	NW_007931083.1
1	NC_000068.8	NW_007931098.1
1	NC_000068.8	NW_007931109.1
16	NC_000068.8	NW_007931119.1
7	NC_000069.7	NC_004353.4
1523	NC_000069.7	NC_004354.4
376	NC_000069.7	NT_033777.3
422	NC_000069.7	NT_033778.4
593	NC_000069.7	NT_033779.5
329	NC_000069.7	NT_037436.4
1	NC_000069.7	NW_001844937.1
1	NC_000069.7	NW_001845074.1
1	NC_000069.7	NW_001845151.1
1	NC_000069.7	NW_001846337.1
1	NC_000069.7	NW_001846687.1
1	NC_000069.7	NW_001847252.1
2	NC_000069.7	NW_007931083.1
14	NC_000069.7	NW_007931119.1
2	NC_000070.7	NC_004353.4
1868	NC_000070.7	NC_004354.4
397	NC_000070.7	NT_033777.3
368	NC_000070.7	NT_033778.4
453	NC_000070.7	NT_033779.5
290	NC_000070.7	NT_037436.4
1	NC_000070.7	NW_001845151.1
1	NC_000070.7	NW_001845354.1
1	NC_000070.7	NW_001845629.1
1	NC_000070.7	NW_001846320.1
2	NC_000070.7	NW_007931083.1
18	NC_000070.7	NW_007931119.1
12	NC_000071.7	NC_004353.4
1486	NC_000071.7	NC_004354.4
1	NC_000071.7	NC_024511.2
2	NC_000071.7	NC_024512.1
301	NC_000071.7	NT_033777.3
275	NC_000071.7	NT_033778.4
419	NC_000071.7	NT_033779.5
246	NC_000071.7	NT_037436.4
1	NC_000071.7	NW_001844954.1
1	NC_000071.7	NW_001844996.1
